title,date_announced,company_name,reference_number,url,assigned_category,sub_category
Award by Brunei Zell Transportation Sdn Bhd to Icon Bahtera (B) Sdn Bhd for the provision of two (2) DP2 workboat vessels (Contracts),22/9/2020,ICON OFFSHORE BERHAD,GA1-22092020-00041,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3089955,Reply to Query,-
"OTHERS KESM INDUSTRIES BERHAD (""KESMI"" OR THE ""COMPANY"")
PROPOSED RENEWAL OF EXISTING SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE (""PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE"")",22/9/2020,KESM INDUSTRIES BERHAD,GA1-17092020-00045,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3089989,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING COMPUGATES HOLDINGS BERHAD (""COMPUGATES"" OR THE ""COMPANY"")
PROPOSED PRIVATE PLACEMENT OF UP TO 20% OF THE ISSUED SHARES IN COMPUGATES",22/9/2020,COMPUGATES HOLDINGS BERHAD,GA1-15092020-00095,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090029,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS LAMBO GROUP BERHAD (""LAMBO"" or ""the Company"")
INVESTMENT IN K-STAR SPORTS LIMITED (""KSTAR"")",22/9/2020,LAMBO GROUP BERHAD,GA1-22092020-00035,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090086,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"MULTIPLE PROPOSALS LKL INTERNATIONAL BERHAD (""LKL INTERNATIONAL"" OR ""THE COMPANY"")
(I)	PROPOSED PRIVATE PLACEMENT; AND
(II)	PROPOSED ESOS
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",22/9/2020,LKL INTERNATIONAL BERHAD,GA1-22092020-00080,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090099,General Announcement,Multiple Proposals
"OTHERS BAHVEST RESOURCES BERHAD
- CHANGE OF AUDITORS",23/9/2020,BAHVEST RESOURCES BERHAD,GA1-23092020-00020,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090137,General Announcement,OTHERS
"OTHERS EKSONS CORPORATION BERHAD (EKSONS OR COMPANY)
- ADDITIONAL TAX LIABILITIES AND PENALTIES IMPOSED BY THE INLAND REVENUE BOARD",23/9/2020,EKSONS CORPORATION BERHAD,GA1-23092020-00018,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090138,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING HIBISCUS PETROLEUM BERHAD (""HIBISCUS PETROLEUM"" OR ""THE COMPANY"")
(I)	PROPOSED PRIVATE PLACEMENT OF CRPS; AND
(II)	PROPOSED AMENDMENTS
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",23/9/2020,HIBISCUS PETROLEUM BERHAD,GA1-23092020-00008,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090139,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING INTA BINA GROUP BERHAD (IBGB OR THE COMPANY)
PROPOSED PRIVATE PLACEMENT OF UP TO 10% OF THE ISSUED SHARES IN IBGB",23/9/2020,INTA BINA GROUP BERHAD,GA1-23092020-00023,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090141,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : OTHER ISSUE OF SECURITIES MY E.G. SERVICES BERHAD (""MYEG"" OR THE ""COMPANY"")
DIVIDEND REINVESTMENT PLAN (""DRP"") APPLICABLE TO THE FIRST INTERIM SINGLE-TIER DIVIDEND OF 0.5 SEN PER ORDINARY SHARE IN RESPECT OF THE FINANCIAL YEAR ENDING 31 DECEMBER 2020 (""2ND DRP"")",23/9/2020,MY E.G. SERVICES BERHAD,GA1-23092020-00024,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090142,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"MULTIPLE PROPOSALS ACOUSTECH BERHAD (""ACOUSTECH"" OR THE ""COMPANY"")
(I)	ISSUANCE OF RCPS;
(II)	AMENDMENTS OF CONSTITUTION; AND
(III)	BONUS ISSUE OF WARRANTS
(COLLECTIVELY REFERRED TO AS THE ""CORPORATE EXERCISES"")",23/9/2020,ACOUSTECH BERHAD,GA1-23092020-00054,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090174,General Announcement,Multiple Proposals
"OTHERS XIAN LENG HOLDINGS BERHAD (""the Company"")
SEPARATION OF THE AUDIT AND RISK MANAGEMENT COMMITTEE INTO TWO SEPARATE COMMITTEES NAMELY, AUDIT COMMITTEE AND RISK MANAGEMENT COMMITTEE",23/9/2020,XIAN LENG HOLDINGS BERHAD,GA1-23092020-00032,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090179,General Announcement,OTHERS
"MULTIPLE PROPOSALS GPA HOLDINGS BERHAD (""GPA"" OR THE ""COMPANY"")
(I)	PROPOSED DIVERSIFICATION
(II)	PROPOSED PRIVATE PLACEMENT
(III)	PROPOSED ESOS
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",23/9/2020,GPA HOLDINGS BERHAD,GA1-23092020-00050,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090241,General Announcement,Multiple Proposals
"MEMORANDUM OF UNDERSTANDING PUC BERHAD (""PUC"" OR THE ""COMPANY"")
- UPDATE ON THE STATUS OF MEMORANDUM OF UNDERSTANDING (""MOU"") BETWEEN PUC BERHAD AND LUMINOR CAPITAL SDN BHD",23/9/2020,PUC BERHAD,GA1-23092020-00046,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090311,General Announcement,Memorandum of Understanding
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS REVENUE GROUP BERHAD (""REVENUE"" OR ""COMPANY"")
-	ACQUISITION OF 40% EQUITY INTEREST IN WANNATALK MALAYSIA SDN. BHD. (""WMSB"") FOR A PURCHASE CONSIDERATION OF RM5,000,000.00 BY REVENUE HARVEST SDN. BHD. (""RHSB""), A WHOLLY-OWNED SUBSIDIARY OF REVENUE",23/9/2020,REVENUE GROUP BERHAD,GA1-23092020-00064,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090312,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS AT SYSTEMATIZATION BERHAD (ATS or the Company)
FACILITY SET UP AGREEMENT",23/9/2020,AT SYSTEMATIZATION BERHAD,GA1-23092020-00063,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090321,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS SUNWAY CONSTRUCTION GROUP BERHAD (""SUNCON"" OR ""COMPANY"")
-	CLOSURE OF BUSINESS OF SILVER COAST-SUNWAY INNOPAVE JOINT VENTURE",23/9/2020,SUNWAY CONSTRUCTION GROUP BERHAD,GA1-23092020-00042,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090322,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING MTOUCHE TECHNOLOGY BERHAD (""MTOUCHE"" OR THE ""COMPANY"")
PRIVATE PLACEMENT OF UP TO 30% OF THE TOTAL NUMBER OF ISSUED SHARES OF MTOUCHE (""PRIVATE PLACEMENT"")",23/9/2020,MTOUCHE TECHNOLOGY BERHAD,GA1-23092020-00068,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090331,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS FAVELLE FAVCO BERHAD (""FFB"" or ""the Company"")
ACCEPTANCE OF PURCHASE ORDERS",23/9/2020,FAVELLE FAVCO BERHAD,GA1-23092020-00037,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090368,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS QES GROUP BERHAD (QES OR THE COMPANY) PROPOSED ACQUISITION OF FIVE (5) STOREY DETACHED FACTORY IN HICOM GLENMARIE INDUSTRIAL PARK, SHAH ALAM, SELANGOR BY QES (ASIA-PACIFIC) SDN. BHD., A WHOLLY- OWNED SUBSIDIARY OF QES FOR A TOTAL CONSIDERATION OF RM21,000,000/- (PROPOSED ACQUISITION)",23/9/2020,QES GROUP BERHAD,GA1-23092020-00053,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090396,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING ASIA POLY HOLDINGS BERHAD (""ASIA POLY"" OR THE ""COMPANY"")
PRIVATE PLACEMENT",24/9/2020,ASIA POLY HOLDINGS BERHAD,GA1-24092020-00011,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090441,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING ALAM MARITIM RESOURCES BERHAD (""AMRB"" OR THE ""COMPANY"")
I.	PRIVATE PLACEMENT I; AND
II.	PRIVATE PLACEMENT II
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",24/9/2020,ALAM MARITIM RESOURCES BERHAD,GA1-24092020-00001,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090442,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS JOINT VENTURE AGREEMENT BETWEEN PARAMOUNT CORPORATION BERHAD, LASSETERS PROPERTIES SDN BHD AND LASSETERS MANAGEMENT (M) SDN BHD IN RELATION TO THE JOINT EQUITY PARTICIPATION IN SUPER ACE RESOURCES SDN BHD",24/9/2020,PARAMOUNT CORPORATION BERHAD,GA1-14092020-00018,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090458,General Announcement,OTHERS
"OTHERS AXIATA GROUP BERHAD (""AXIATA"" OR ""COMPANY"")
PROPOSED LISTING OF ROBI AXIATA LIMITED (""ROBI""), A 68.69%-OWNED SUBSIDIARY OF AXIATA, ON THE DHAKA STOCK EXCHANGE LIMITED AND THE CHITTAGONG STOCK EXCHANGE LIMITED IN BANGLADESH (""PROPOSED LISTING"")",24/9/2020,AXIATA GROUP BERHAD,GA1-23092020-00092,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090459,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING MESB BERHAD (""MESB"" OR THE ""COMPANY"")
PRIVATE PLACEMENT OF UP TO 30% OF THE ISSUED SHARE CAPITAL OF MESB TO INDEPENDENT THIRD PARTY INVESTOR(S) TO BE IDENTIFIED AT A LATER DATE (""PRIVATE PLACEMENT"")",24/9/2020,MESB BERHAD,GA1-24092020-00022,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090460,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS TERMIINATION OF THE EXISTING EMPLOYEES SHARES OPTIONS SCHEME (""ESOS"")",24/9/2020,PWF CORPORATION BERHAD,GA1-26082020-00033,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090462,General Announcement,OTHERS
"OTHERS JOINT VENTURE AGREEMENT BETWEEN PARAMOUNT CORPORATION BERHAD, LASSETERS PROPERTIES SDN BHD AND LASSETERS MANAGEMENT (M) SDN BHD IN RELATION TO THE JOINT EQUITY PARTICIPATION IN SUPER ACE RESOURCES SDN BHD",24/9/2020,PARAMOUNT CORPORATION BERHAD,GA1-14092020-00020,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090500,General Announcement,OTHERS
"Sales contract awarded to Notion Venture Sdn Bhd (""NVSB""), a wholly-owned subsidiary of Notion Vtec Berhad (""NOTION""), for the supply of disposable nitrile examination gloves (Sales Contract)",24/9/2020,NOTION VTEC BERHAD,GA1-23092020-00052,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090525,Reply to Query,-
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING ENCORP BERHAD (""ENCORP"" OR THE ""COMPANY"")
PROPOSED PRIVATE PLACEMENT OF UP TO 30,608,821 NEW ORDINARY SHARES IN ENCORP REPRESENTING UP TO 10% OF THE TOTAL NUMBER OF ISSUED SHARES OF ENCORP (EXCLUDING TREASURY SHARES) (""PROPOSED PLACEMENT"")",24/9/2020,ENCORP BERHAD,GA1-24092020-00012,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090531,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS HEXTAR GLOBAL BERHAD - ACCEPTANCE OF ISLAMIC FINANCING FACILITY OF RM30,000,000 GRANTED BY AL RAJHI BANKING & INVESTMENT CORPORATION (MALAYSIA) BHD.",24/9/2020,HEXTAR GLOBAL BERHAD,GA1-23092020-00039,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090540,General Announcement,OTHERS
"OTHERS (1) PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE
(2) PROPOSED RENEWAL OF SHARE BUY BACK AUTHORITY",24/9/2020,GOLDEN LAND BERHAD,GA1-26082020-00010,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090557,General Announcement,OTHERS
OTHERS FTSE China 50 Index Quarterly Review,24/9/2020,PRINCIPAL FTSE CHINA 50 ETF,GA1-24092020-00018,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090560,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING NEXTGREEN GLOBAL BERHAD (""NEXTGREEN"" OR THE ""COMPANY"")
PRIVATE PLACEMENT OF UP TO 15% OF THE TOTAL NUMBER OF ISSUED SHARES OF NEXTGREEN (EXCLUDING TREASURY SHARES) (""PRIVATE PLACEMENT"")",24/9/2020,NEXTGREEN GLOBAL BERHAD,GA1-24092020-00064,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090578,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS PUNCAK NIAGA HOLDINGS BERHAD (416087-U) (""PUNCAK"" OR ""THE COMPANY"")
BILLS OF DEMAND FROM ROYAL MALAYSIAN CUSTOMS DEPARTMENT SELANGOR (""RMCD"") ISSUED TO WHOLLY-OWNED SUBSIDIARY, PUNCAK NIAGA MANAGEMENT SERVICES SDN BHD (""PNMSSB"")",24/9/2020,PUNCAK NIAGA HOLDINGS BERHAD,GA1-24092020-00048,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090582,General Announcement,OTHERS
"OTHERS PUNCAK NIAGA HOLDINGS BERHAD (416087-U) (""PUNCAK"" OR ""THE COMPANY"")
BILL OF DEMAND FROM ROYAL MALAYSIAN CUSTOMS DEPARTMENT SELANGOR (""RMCD"") ISSUED TO WHOLLY-OWNED SUBSIDIARY, PUNCAK NIAGA MANAGEMENT SERVICES SDN BHD (""PNMSSB"")",24/9/2020,PUNCAK NIAGA HOLDINGS BERHAD,GA1-24092020-00049,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090586,General Announcement,OTHERS
"OTHERS WESTPORTS HOLDINGS BERHAD (""WHB"" OR ""THE COMPANY"") - BILLS OF DEMAND FROM ROYAL MALAYSIAN CUSTOMS DEPARTMENT - UPDATE",24/9/2020,WESTPORTS HOLDINGS BERHAD,GA1-24092020-00010,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090589,General Announcement,OTHERS
"OTHERS PARAMOUNT CORPORATION BERHAD (PARAMOUNT OR THE COMPANY)
ISSUANCE OF UNRATED PERPETUAL SECURITIES (PERPETUAL SECURITIES) PURSUANT TO THE COMPANY'S UNRATED PERPETUAL SECURITIES ISSUANCE PROGRAMME OF UP TO RM500.0 MILLION IN NOMINAL VALUE (PERPETUAL SECURITIES PROGRAMME)",24/9/2020,PARAMOUNT CORPORATION BERHAD,GA1-07092020-00034,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090594,General Announcement,OTHERS
"MULTIPLE PROPOSALS NETX HOLDINGS BERHAD (""NETX"" OR THE ""COMPANY"")
(I)	SHARE CONSOLIDATION; AND
(II)	RIGHTS ISSUE WITH WARRANTS
(COLLECTIVELY REFERRED TO AS THE ""CORPORATE EXERCISES"")",24/9/2020,NETX HOLDINGS BERHAD,GA1-24092020-00069,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090597,General Announcement,Multiple Proposals
OTHERS PROPOSED FIRST AND FINAL SINGLE TIER DIVIDEND,24/9/2020,A-RANK BERHAD,GA1-23092020-00006,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090632,General Announcement,OTHERS
"OTHERS A-RANK BERHAD (""ARANK"" OR THE ""COMPANY"")
- PROPOSED RENEWAL OF THE EXISTING SHAREHOLDERS' MANDATE FOR THE COMPANY AND/ OR ITS SUBSIDIARIES TO ENTER INTO RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE (""PROPOSED RRPT MANDATE"")",24/9/2020,A-RANK BERHAD,GA1-23092020-00007,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090633,General Announcement,OTHERS
"OTHERS POH KONG HOLDINGS BERHAD (""PKHB"" OR ""THE COMPANY"") PROPOSED FIRST AND FINAL SINGLE TIER DIVIDEND OF 1.20 SEN PER ORDINARY SHARE FOR THE FINANCIAL YEAR ENDED 31 JULY 2020",24/9/2020,POH KONG HOLDINGS BERHAD,GA1-24092020-00027,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090639,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS DGB ASIA BERHAD (""DGB"" or ""the Company"")
- SUBSCRIPTION OF ADDITIONAL 8,000,000 NEW ORDINARY SHARES OF USD0.125 EACH IN CLI INVESTMENT LIMITED (""CLI INVESTMENT"") FOR A SUBSCRIPTION CONSIDERATION OF USD998,851 (APPROXIMATELY RM4,245,115)",24/9/2020,DGB ASIA BERHAD,GA1-24092020-00017,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090655,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS DIVERSIFIED GATEWAY SOLUTIONS BERHAD (""DGSB"" OR ""THE COMPANY"")
(I)	PROPOSED RENEWAL OF AUTHORITY FOR THE COMPANY TO PURCHASE ITS OWN SHARES
(II)	PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OF TRADING NATURE
(III)	PROPOSED AMENDMENT TO THE COMPANY'S CONSTITUTION",24/9/2020,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,GA1-24092020-00047,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090660,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS SINO HUA-AN INTERNATIONAL BERHAD (""Hua-An"")
- SHARE PURCHASE AGREEMENT WITH ABDULLAH ABBAS BIN WAN MOHD HASNI AND MOHD AFDHA BIN MD YUSOF FOR THE ACQUISITION OF THE ENTIRE EQUITY INTEREST IN MD LABS SDN BHD",24/9/2020,SINO HUA-AN INTERNATIONAL BERHAD,GA1-28082020-00077,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090670,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING ECONPILE HOLDINGS BERHAD (""ECONPILE"" OR THE ""COMPANY"")
PROPOSED PRIVATE PLACEMENT OF UP TO 10% OF THE TOTAL NUMBER OF ISSUED SHARES OF ECONPILE PURSUANT TO SECTIONS 75 AND 76 OF THE COMPANIES ACT 2016 (""PROPOSED PRIVATE PLACEMENT"")",24/9/2020,ECONPILE HOLDINGS BERHAD,GA1-24092020-00066,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090676,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS Eversendai Corporation Berhad (the ""Company"" or ""Eversendai"")
Disposal of Shares in Eversendai S-Con Engineering Co. Ltd (S-Con)",24/9/2020,EVERSENDAI CORPORATION BERHAD,GA1-24092020-00081,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090683,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING VERTICE BERHAD (""VERTICE"" OR ""COMPANY"")
PRIVATE PLACEMENT OF NEW ORDINARY SHARES IN VERTICE (""VERTICE SHARES"" OR ""SHARES""), REPRESENTING NOT MORE THAN 10% OF THE ISSUED SHARE CAPITAL OF VERTICE (EXCLUDING TREASURY SHARES, IF ANY) (""PLACEMENT SHARES"") (""PRIVATE PLACEMENT"")",24/9/2020,VERTICE BERHAD,GA1-24092020-00013,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090704,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"REGISTRATION, MANUFACTURING AND COMMERCIALISATION AGREEMENT BETWEEN SOLUTION GROUP BERHAD (""SGB"" OR ""COMPANY"") AND CANSINO BIOLOGICS INC. (""AGREEMENT"")",24/9/2020,SOLUTION GROUP BERHAD,GA1-24092020-00074,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090733,Reply to Query,-
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS SINO HUA-AN INTERNATIONAL BERHAD (""Hua-An"")
- SHARE PURCHASE AGREEMENT WITH DR. NIK NAZLI BINTI NIK AHMAD, JIM IRENE, DR. ROZHAN BIN OTHMAN, ZURIAH BINTI ABU BAKAR AND AHMAD FAKHRI BIN HAMZAH FOR THE ACQUISITION OF 700,000 ORDINARY SHARES IN HUMANCAPIENT CONSULTING SDN BHD (""HCSB"")",24/9/2020,SINO HUA-AN INTERNATIONAL BERHAD,GA1-23092020-00021,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090739,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BERHAD (""PERSTIMA"" OR THE ""COMPANY"")
(I)	RIGHTS ISSUE; AND
(II)	BONUS ISSUE
(COLLECTIVELY REFERRED TO AS THE ""CORPORATE EXERCISES"")",24/9/2020,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,GA1-24092020-00053,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090748,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
OTHERS BUMI ARMADA BERHAD - ONGC CONTRACT FOR ARMADA STERLING FPSO IN INDIA,25/9/2020,BUMI ARMADA BERHAD,GA1-25092020-00007,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090773,General Announcement,OTHERS
OTHERS BUMI ARMADA BERHAD - BUMI ARMADA JOINT VENTURE SECURES FIXED 10-YEAR BBC CONTRACT FOR ARMADA STERLING FPSO IN INDIA,25/9/2020,BUMI ARMADA BERHAD,GA1-25092020-00009,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090774,General Announcement,OTHERS
OTHERS BUMI ARMADA BERHAD - BUMI ARMADA JOINT VENTURE SECURES FIXED 10-YEAR OPERATION & MAINTENANCE CONTRACT IN INDIA,25/9/2020,BUMI ARMADA BERHAD,GA1-24092020-00099,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090775,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS PROPOSED ACQUISITIONS BY KAB ENERGY POWER SDN BHD (KABEP), A 90% SUBSIDIARY OF KAB OF:
(I)	2,000,000 ORDINARY SHARES IN KONPRO INDUSTRIES SDN BHD (KONPRO); AND
(II)	600,000 ORDINARY SHARES IN MERU ONE SDN BHD (MERU),
BOTH REPRESENTING 80% EACH OF THE TOTAL PAID UP SHARE CAPITAL IN KONPRO AND MERU, FROM INVEST ENERGY SDN BHD (INVEN) FOR A TOTAL CASH CONSIDERATION OF RM7,260,000.00 AND ASSUMPTION OF LIABILITIES OF RM4,240,000.00 (PROPOSED ACQUISITIONS)",25/9/2020,KEJURUTERAAN ASASTERA BERHAD,GA1-25092020-00008,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090852,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING ICONIC WORLDWIDE BERHAD (""ICONIC"" OR THE ""COMPANY"")
PROPOSED PRIVATE PLACEMENT OF UP TO 30% OF THE TOTAL NUMBER OF THE EXISTING ISSUED SHARES OF ICONIC TO INDEPENDENT INVESTOR(S) TO BE IDENTIFIED AT AN ISSUE PRICE TO BE DETERMINED LATER (""PROPOSED PRIVATE PLACEMENT"")",25/9/2020,ICONIC WORLDWIDE BERHAD,GA1-25092020-00038,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090859,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS KHEE SAN BERHAD (""KSB"" OR ""COMPANY"")
- APPOINTMENT OF BDO GOVERNANCE ADVISORY SDN BHD (""BDOGA"")",25/9/2020,KHEE SAN BERHAD,GA1-25092020-00039,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090862,General Announcement,OTHERS
"MULTIPLE PROPOSALS NI HSIN RESOURCES BERHAD (""NI HSIN"" OR ""COMPANY"")
(I)	PROPOSED RIGHTS ISSUE OF RCPS;
(II)	PROPOSED DIVERSIFICATION; AND
(III)	PROPOSED AMENDMENTS
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",25/9/2020,NI HSIN RESOURCES BERHAD,GA1-24092020-00104,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090863,General Announcement,Multiple Proposals
MEMORANDUM OF UNDERSTANDING Status Update on Memorandum of Understanding Between Universal Alloy Corporation Europe and JHM Consolidation Berhad,25/9/2020,JHM CONSOLIDATION BERHAD,GA1-08092020-00029,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3090887,General Announcement,Memorandum of Understanding
